gt_id,frame_idx,speed_kmh
1,6,31.45345509052278
1,7,34.177855253219576
1,8,32.7769133448601
1,9,29.630006253719344
1,10,27.516591846942877
1,11,25.12374490499498
1,12,22.41586044430734
1,13,22.82997876405714
1,14,22.26391598582266
1,15,16.902392059564622
1,16,18.888102471828446
1,17,18.288019895553575
1,18,18.27462628483776
1,19,14.732616394758212
1,20,13.563800901174533
1,21,14.600001275539427
1,22,13.757736682891833
1,23,13.838925808668124
1,24,9.737177118659037
1,25,12.361154705286015
1,26,10.309686586260787
1,27,12.073880732059468
2,85,27.010212242603277
2,86,31.890947520732855
2,87,30.94140529632566
2,88,30.862907767295813
2,89,27.995685338973974
2,90,27.076803445816015
2,91,24.035508334636667
2,92,23.140613436698896
2,93,24.744864106178262
2,94,19.952507615089623
2,95,17.966154813766465
2,96,20.562527775764448
2,97,19.355536401271806
2,98,14.104019254446017
2,99,15.38946524262427
2,100,13.450924158096303
2,101,14.503946006298053
2,102,15.049362480640399
2,103,11.296679824590674
2,104,14.17898431420325
2,105,9.725742861628525
2,106,10.281538143753997
3,91,29.251696765422796
3,92,29.900976419448828
3,93,32.17686563730238
3,94,29.43302482366592
3,95,26.23759388923643
3,96,25.01585841178892
3,97,20.08673205971716
3,98,24.02940362691877
3,99,18.710689097642884
3,100,18.909436762332902
3,101,17.878260165452943
3,102,15.12897580862044
3,103,16.3301347196102
3,104,14.863585978746402
3,105,14.567530453205096
3,106,14.385751783847796
3,107,14.83829542994498
3,108,13.278173804283131
3,109,7.934301495552057
3,110,10.961736291646949
4,125,32.25570648908613
4,126,33.74061763286588
4,127,33.44810396432874
4,128,34.8333469033241
4,129,29.024722874164556
4,130,25.664006173610666
4,131,27.17430174350736
4,132,22.2918391227722
4,133,20.154764950275403
4,134,19.5067861676216
4,135,19.00169268250464
4,136,17.314180880784974
4,137,15.78109726309775
4,138,17.772141247988124
4,139,16.198522746562947
4,140,11.327118873596183
4,141,12.090456783771504
5,130,33.52471858263013
5,131,36.87947273254392
5,132,36.276040077209444
5,133,33.20410341024396
5,134,31.042647957801794
5,135,26.221508681774118
5,136,27.135337293148016
5,137,25.45229136943815
5,138,19.894435107708404
5,139,20.536574721336347
5,140,20.482238531112653
5,141,18.13773170113562
5,142,18.436089903116212
5,143,17.79406830668448
5,144,14.483841508626925
5,145,13.597614169120776
5,146,15.392940044403064
5,147,9.996251687407485
6,146,23.846930265426614
6,147,32.675858438014956
6,148,30.74989557266233
6,149,27.916801571845983
6,150,25.635464787483194
6,151,26.279734075069406
6,152,23.686426877975443
6,153,21.85808300971983
6,154,18.889127075672135
6,155,17.974910885095582
6,156,18.772075474262223
6,157,17.87398606538771
6,158,15.79716771841048
6,159,16.50269597768782
6,160,15.295726060867297
6,161,14.856668561696994
6,162,13.039415627717961
6,163,11.721077710390341
6,164,10.298688858747473
7,170,30.090471804141973
7,171,27.329899370670294
7,172,36.56203866004941
7,173,26.46480381488798
7,174,37.16284811496732
7,175,26.122596859931924
7,176,23.50196599960325
7,177,21.171204149723035
7,178,21.771041303873044
7,179,20.066017359495145
7,180,17.506917715072618
7,181,17.979419678449617
7,182,15.906963944435107
7,183,15.61651289463042
7,184,15.050788074731814
7,185,15.895993709564197
7,186,13.798271566629397
7,187,13.985253721475589
7,188,11.65478155016924
7,189,9.296106621623032
8,180,28.339386284351324
8,181,27.664850950241064
8,182,27.7018144726753
8,183,29.06754702329633
8,184,25.44084906578062
8,185,21.32257863879202
8,186,23.24824243783949
8,187,21.179128736257535
8,188,19.174578487873486
8,189,16.36860832571982
8,190,17.51210510730742
8,191,14.286130517721164
8,192,61.16470813751216
8,193,17.700549066066728
8,194,7.6549863070249495
8,195,11.081610918045035
8,196,11.944511085748662
8,197,11.130097210407248
8,198,10.320890173315993
8,199,9.984502270817748
9,196,28.162060081958746
9,197,33.79034310579297
9,198,32.55935400724408
9,199,33.98155510425565
9,200,32.46797114610669
9,201,31.20825827121801
9,202,24.179022610186973
9,203,26.763706505299183
9,204,22.415621727704483
9,205,20.67964643240019
9,206,19.73670780658676
9,207,19.11526277661364
9,208,17.073714137076937
9,209,17.329452037811652
9,210,17.805951833724563
9,211,15.317022800445883
9,212,17.733411490916797
9,213,10.99696777761006
9,214,12.228629440068916
10,240,31.047843396664327
10,241,34.537222981452146
10,242,31.710692346096717
10,243,32.07884967327044
10,244,30.571609139443098
10,245,24.85090523958149
10,246,26.112055778503976
10,247,26.08287066221177
10,248,19.547791779041706
10,249,21.18815168738316
10,250,21.330013722181775
10,251,18.187661021948248
10,252,16.529536843299486
10,253,16.05366736650501
10,254,16.859258115291205
10,255,16.52233108878171
10,256,14.410744607448246
10,257,12.935162186622895
10,258,10.161412060260538
10,259,11.22641734778905
11,272,32.33531981706545
11,273,31.666460037232124
11,274,32.336969375609605
11,275,34.46151494979932
11,276,28.793680071831364
11,277,24.70779061317387
11,278,25.28455674648339
11,279,23.077356219291154
11,280,22.255759388208862
11,281,20.911798328160756
11,282,18.916764557362008
11,283,18.170096576213417
11,284,38.858157098294136
11,285,5.965010896324974
11,286,7.589172944426698
11,287,10.721404328942052
11,288,12.077590227127333
11,289,11.682121306657521
12,315,29.523042440415058
12,316,36.53571814298545
12,317,34.82499182224348
12,318,36.95030182599936
12,319,34.66046243906096
12,320,28.784485459327033
12,321,28.622002601624146
12,322,25.373643636702905
12,323,21.569528281689152
12,324,22.991573810576863
12,325,20.22250682115598
12,326,17.516576349735633
12,327,18.502378016709855
12,328,18.229463249445352
12,329,16.922538131475058
12,330,15.60411572456393
12,331,12.333046495914175
12,332,11.565517634153613
13,317,29.519893527031574
13,318,37.55616724491033
13,319,38.97285640239799
13,320,33.94837081432264
13,321,34.460468888283515
13,322,31.482181549071537
13,323,25.730734169483735
13,324,25.884306728839277
13,325,24.47171598672919
13,326,21.689507514238823
13,327,19.796677976846237
13,328,20.133965760469867
13,329,18.690583258866834
13,330,15.930246859789234
13,331,11.183549612760284
14,334,31.091466844082543
14,335,30.27403146028449
14,336,30.61703503131932
14,337,31.098818778990985
14,338,27.253724634647952
14,339,24.177340865134635
14,340,22.673726677895075
14,341,24.316542148589527
14,342,20.208556652069525
14,343,15.977350473403563
14,344,18.85832458734553
14,345,18.12593534588772
14,346,16.484064012766236
14,347,17.180664539336764
14,348,14.982245564461074
14,349,15.303926914929988
14,350,12.015886008739727
14,351,11.855033934116616
15,383,32.81127512454911
15,384,36.71665728092272
15,385,30.106844007968206
15,386,32.2478663921363
15,387,28.827548325061134
15,388,25.622785985470365
15,389,27.47922062873777
15,390,23.862202763557942
15,391,21.49624094366978
15,392,18.554685115814607
15,393,69.24562990665277
15,394,34.129194617272155
15,395,33.603087365626514
15,396,5.894882529974109
15,397,11.224319860338905
15,398,14.336050450802155
15,399,9.815630391239893
15,400,10.644359216094244
16,424,31.264606118202874
16,425,30.40495008230274
16,426,31.76779121160575
16,427,29.19161528348985
16,428,25.985538661478195
16,429,23.05516362190296
16,430,26.55635297298488
16,431,23.234142065048715
16,432,22.33158409595339
16,433,17.370340973139182
16,434,17.91079267859497
16,435,18.157964944839865
16,436,16.980390697716523
16,437,15.81072092056308
16,438,14.029090404510796
16,439,14.157152473926846
16,440,11.352359801530072
16,441,11.285604983568431
17,464,36.36220604181367
17,465,38.72718214988447
17,466,37.61171311140141
17,467,32.98932820558618
17,468,37.559088170529215
17,469,28.895207047460513
17,470,29.252933263779315
17,471,22.036248743534557
17,472,22.95185834169437
17,473,22.59631276130524
17,474,17.89734274148979
17,475,18.37280720472375
17,476,17.947829961777117
17,477,17.213777750730884
17,478,16.77478328347093
17,479,14.283802360296553
17,480,12.363346070051458
17,481,12.825260013342177
18,479,26.692992746830555
18,480,29.21172916889253
18,481,37.71352708339772
18,482,45.79579532146145
18,483,30.20097881555622
18,484,30.13833314180438
18,485,25.643071532249998
18,486,22.787318229673755
18,487,22.05992594361352
18,488,18.277030885219965
18,489,18.444132506847776
18,490,18.924378007649096
18,491,18.247735798359308
18,492,17.27844715118445
18,493,15.725661367178299
18,494,15.33846572041408
18,495,12.082233130932112
18,496,11.218730136752368
19,486,29.233310222623757
19,487,31.668367087841713
19,488,29.015898406506206
19,489,31.232178211212823
19,490,28.49565446376608
19,491,25.119785964489516
19,492,22.992598414421572
19,493,20.483489781618555
19,494,20.82655638456204
19,495,19.08380046486895
19,496,16.748543232679726
19,497,15.848986655474048
19,498,31.9524478912332
19,499,6.385345235467093
19,500,12.42056161165264
19,501,12.702657580375941
19,502,11.919204443693415
19,503,11.682549118994878
19,504,10.218362733721952
19,505,9.107540622353747
20,509,28.73334109783234
20,510,38.06093752384267
20,511,38.75867128371931
20,512,37.21295446157535
20,513,35.63405066728668
20,514,30.887865722180074
20,515,29.425549507139124
20,516,26.512938737869828
20,517,22.92432278394748
20,518,23.164447546005743
20,519,22.527382671831518
20,520,18.91942664980929
20,521,18.80733847618143
20,522,19.224856495857647
20,523,17.349966913460516
20,524,15.727172791958191
20,525,12.537330240011482
20,526,11.34480804204965
22,597,35.03255188465193
22,598,39.81848984956473
22,599,39.69341039657677
22,600,33.1252196431167
22,601,34.82924848795012
22,602,29.379297494888934
22,603,30.99293589591771
22,604,23.273275494575998
22,605,25.365706980228964
22,606,25.930652618408757
22,607,19.901145994661896
22,608,20.118142068386508
22,609,19.385038018227036
22,610,18.273690193891916
22,611,15.56476369500055
22,612,13.40938881039648
24,664,28.04086178541243
24,665,31.499978005883957
24,666,34.938030838967116
24,667,26.79274678230343
24,668,25.43370366096551
24,669,25.661863088606054
24,670,24.03685212135366
24,671,22.8631094098096
24,672,19.408087581396515
24,673,19.245661050079956
24,674,17.900133579969786
24,675,18.037889152765658
24,676,17.629738748073954
24,677,17.294608801603687
24,678,14.916135817765182
24,679,13.793320208788213
24,680,11.681008189916861
24,681,11.55560418963457
25,666,32.60332882404397
25,667,33.763234019280205
25,668,31.255577802658745
25,669,30.909452140329183
25,670,27.381733059883704
25,671,26.94847315549908
25,672,26.163468360901437
25,673,22.897377312181835
25,674,21.9685015082364
25,675,20.118480026722384
25,676,17.1495562791828
25,677,16.808465123176934
25,678,20.53231537341933
25,679,16.45106613636052
25,680,14.157246351242367
25,681,15.592890679836605
25,682,8.685405179857622
25,683,12.530399411917
26,706,29.198355674744274
26,707,37.09547370671975
26,708,36.07131242752152
26,709,34.440765380860114
26,710,32.30000853538582
26,711,31.22900515794543
26,712,29.850191473961516
26,713,29.69224959611956
26,714,21.75442367792176
26,715,23.375059962271067
26,716,22.69669979810763
26,717,16.491901427507752
26,718,16.954996883869534
26,719,21.458374857901077
26,720,17.293490320444477
26,721,16.661527007818577
26,722,12.066892236471434
26,723,11.74992889165799
27,715,25.1430219411833
27,716,32.724285721779566
27,717,33.161713778973336
27,718,29.1458782553679
27,719,27.477485239503913
27,720,27.13112086057721
27,721,23.04176598787357
27,722,21.902839690447323
27,723,19.713340401648146
27,724,17.63242900371589
27,725,20.391707271337946
